,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
1330,000300.SH,20130703,2203.828,2211.044,2211.044,2169.137,2221.984,-18.156,-0.8171,65836022.0,59536760.19
1331,000300.SH,20130702,2221.984,2211.803,2226.113,2191.801,2213.317,8.667,0.3916,61838850.0,59632902.046
1332,000300.SH,20130701,2213.317,2187.092,2213.965,2166.353,2200.639,12.678,0.5761,57726227.0,51874735.216
1333,000300.SH,20130628,2200.639,2149.03,2227.461,2139.372,2160.735,39.904,1.8468,79451327.0,64106048.718
1334,000300.SH,20130627,2160.735,2172.848,2200.213,2153.175,2168.297,-7.562,-0.3488,75406753.0,62927082.416
1335,000300.SH,20130626,2168.297,2170.326,2181.021,2131.86,2165.421,2.876,0.1328,79256426.0,67298430.249
1336,000300.SH,20130625,2165.421,2146.053,2169.211,2023.171,2171.21,-5.789,-0.2666,107554882.0,87090393.952
1337,000300.SH,20130624,2171.21,2308.069,2308.069,2164.325,2317.394,-146.184,-6.3081,86597259.0,73731930.536
1338,000300.SH,20130621,2317.394,2283.151,2332.842,2269.565,2321.466,-4.072,-0.1754,58705798.0,53486132.98
1339,000300.SH,20130620,2321.466,2386.104,2386.104,2320.226,2400.765,-79.299,-3.3031,55201020.0,52171735.063
1340,000300.SH,20130619,2400.765,2408.28,2408.28,2366.346,2418.745,-17.98,-0.7434,54346260.0,52979991.053
1341,000300.SH,20130618,2418.745,2413.088,2424.202,2393.321,2403.839,14.906,0.6201,48630379.0,48792090.467
1342,000300.SH,20130617,2403.839,2422.762,2427.532,2394.385,2416.771,-12.932,-0.5351,50395711.0,51983757.469
1343,000300.SH,20130614,2416.771,2404.423,2420.356,2396.487,2399.937,16.834,0.7014,55964534.0,53686779.328
1344,000300.SH,20130613,2399.937,2448.717,2448.717,2375.204,2484.16,-84.223,-3.3904,69730066.0,64081598.112
1345,000300.SH,20130607,2484.16,2526.913,2538.891,2475.687,2527.845,-43.685,-1.7282,61030894.0,61366173.745
1346,000300.SH,20130606,2527.845,2552.817,2557.678,2525.306,2560.539,-32.694,-1.2768,52496529.0,54448113.429
1347,000300.SH,20130605,2560.539,2565.329,2570.027,2545.19,2565.666,-5.127,-0.1998,45637193.0,47367057.838
1348,000300.SH,20130604,2565.666,2600.499,2600.499,2556.056,2602.623,-36.957,-1.42,66315750.0,63139420.045
1349,000300.SH,20130603,2602.623,2605.969,2625.936,2596.051,2606.426,-3.803,-0.1459,59774468.0,63008705.172
1350,000300.SH,20130531,2606.426,2638.71,2645.565,2604.746,2634.323,-27.897,-1.059,62528533.0,65904433.688
1351,000300.SH,20130530,2634.323,2633.955,2647.443,2623.581,2642.561,-8.238,-0.3117,70146368.0,71045065.872
1352,000300.SH,20130529,2642.561,2648.927,2661.229,2640.881,2644.359,-1.798,-0.068,79277709.0,81953853.231
1353,000300.SH,20130528,2644.359,2600.632,2644.359,2585.901,2599.587,44.772,1.7223,84196112.0,86756736.777
1354,000300.SH,20130527,2599.587,2593.522,2611.972,2589.739,2597.228,2.359,0.0908,64195080.0,66701652.802
1355,000300.SH,20130524,2597.228,2591.419,2608.35,2572.884,2582.849,14.379,0.5567,60739669.0,62831235.051
1356,000300.SH,20130523,2582.849,2604.93,2624.076,2579.347,2618.034,-35.185,-1.3439,84825370.0,81359908.175
1357,000300.SH,20130522,2618.034,2613.411,2630.068,2603.75,2614.853,3.181,0.1217,74191817.0,78224126.421
1358,000300.SH,20130521,2614.853,2607.393,2617.4,2594.249,2609.607,5.246,0.201,71505994.0,75837813.846
1359,000300.SH,20130520,2609.607,2597.151,2627.616,2590.053,2592.048,17.559,0.6774,86337803.0,94059415.836
1360,000300.SH,20130517,2592.048,2550.452,2598.706,2547.776,2552.709,39.339,1.5411,81850801.0,83599367.908
1361,000300.SH,20130516,2552.709,2501.117,2553.058,2487.763,2506.925,45.784,1.8263,70796182.0,76830436.307
1362,000300.SH,20130515,2506.925,2493.968,2507.43,2491.927,2493.338,13.587,0.5449,44189660.0,47578585.624
1363,000300.SH,20130514,2493.338,2525.998,2526.145,2479.872,2530.768,-37.43,-1.479,54880064.0,56144573.527
1364,000300.SH,20130513,2530.768,2542.412,2547.602,2516.728,2540.836,-10.068,-0.3962,54092147.0,55155093.224
1365,000300.SH,20130510,2540.836,2519.517,2546.975,2515.158,2527.794,13.042,0.5159,48816728.0,50896689.221
1366,000300.SH,20130509,2527.794,2542.374,2543.305,2507.792,2542.798,-15.004,-0.5901,60240145.0,64438292.561
1367,000300.SH,20130508,2542.798,2542.266,2562.007,2531.251,2529.938,12.86,0.5083,59554294.0,60309148.841
1368,000300.SH,20130507,2529.938,2519.364,2539.298,2507.756,2525.983,3.955,0.1566,54490643.0,59244949.469
1369,000300.SH,20130506,2525.983,2502.978,2533.855,2500.455,2492.912,33.071,1.3266,60418780.0,61767951.099
1370,000300.SH,20130503,2492.912,2457.543,2521.119,2457.543,2449.639,43.273,1.7665,62330091.0,63267042.656
1371,000300.SH,20130502,2449.639,2434.603,2453.749,2423.077,2447.306,2.333,0.0953,47016088.0,47200448.204
1372,000300.SH,20130426,2447.306,2477.724,2488.585,2439.796,2467.875,-20.569,-0.8335,47123378.0,46351986.661
1373,000300.SH,20130425,2467.875,2486.857,2505.482,2456.566,2495.579,-27.704,-1.1101,60557927.0,59891284.466
1374,000300.SH,20130424,2495.579,2452.781,2511.202,2446.587,2449.471,46.108,1.8824,63050916.0,62189421.706
1375,000300.SH,20130423,2449.471,2532.201,2532.201,2448.2,2530.67,-81.199,-3.2086,60653982.0,61576157.889
1376,000300.SH,20130422,2530.67,2525.113,2539.046,2518.257,2533.827,-3.157,-0.1246,62511883.0,63027024.091
1377,000300.SH,20130419,2533.827,2469.951,2542.453,2469.323,2464.851,68.976,2.7984,75520876.0,76723675.264
1378,000300.SH,20130418,2464.851,2440.707,2478.413,2434.73,2458.473,6.378,0.2594,42860707.0,46270137.159
1379,000300.SH,20130417,2458.473,2457.881,2465.202,2437.345,2459.592,-1.119,-0.0455,44692164.0,46800831.85
1380,000300.SH,20130416,2459.592,2419.508,2461.046,2416.617,2436.818,22.774,0.9346,55280613.0,53783255.198
1381,000300.SH,20130415,2436.818,2453.967,2461.668,2430.149,2462.112,-25.294,-1.0273,46539734.0,44084843.341
1382,000300.SH,20130412,2462.112,2476.322,2489.118,2460.182,2477.876,-15.764,-0.6362,39917278.0,40428047.827
1383,000300.SH,20130411,2477.876,2502.5,2508.593,2476.396,2485.309,-7.433,-0.2991,42989958.0,43039949.368
1384,000300.SH,20130410,2485.309,2487.984,2495.572,2466.19,2489.43,-4.121,-0.1655,47504913.0,51963820.632
1385,000300.SH,20130409,2489.43,2477.29,2505.294,2477.29,2472.299,17.131,0.6929,52389824.0,54947035.592
1386,000300.SH,20130408,2472.299,2443.24,2473.309,2429.5,2483.547,-11.248,-0.4529,53296772.0,55249297.714
1387,000300.SH,20130403,2483.547,2493.877,2507.143,2474.927,2486.391,-2.844,-0.1144,45564221.0,45156719.409
1388,000300.SH,20130402,2486.391,2495.843,2524.463,2475.0,2493.187,-6.796,-0.2726,55684152.0,55637391.748
1389,000300.SH,20130401,2493.187,2486.428,2507.825,2483.732,2495.083,-1.896,-0.076,47346022.0,47159820.558
1390,000300.SH,20130329,2495.083,2502.782,2509.109,2482.488,2499.302,-4.219,-0.1688,52402137.0,52055540.48
1391,000300.SH,20130328,2499.302,2535.988,2535.988,2495.083,2583.53,-84.228,-3.2602,87578405.0,84725899.121
1392,000300.SH,20130327,2583.53,2575.726,2611.939,2566.345,2575.05,8.48,0.3293,56906517.0,58652246.31
1393,000300.SH,20130326,2575.05,2601.964,2607.357,2554.974,2613.097,-38.047,-1.456,63962961.0,65306571.624
1394,000300.SH,20130325,2613.097,2628.407,2641.609,2607.613,2618.308,-5.211,-0.199,56261402.0,58004930.851
1395,000300.SH,20130322,2618.308,2612.256,2625.531,2603.344,2614.988,3.32,0.127,55647141.0,55882142.445
1396,000300.SH,20130321,2614.988,2611.58,2626.538,2598.509,2610.174,4.814,0.1844,69552756.0,71642665.537
1397,000300.SH,20130320,2610.174,2526.968,2610.174,2526.83,2525.097,85.077,3.3693,90700622.0,91271022.2
1398,000300.SH,20130319,2525.097,2507.396,2532.07,2491.854,2502.493,22.604,0.9033,54536476.0,55601011.985
1399,000300.SH,20130318,2502.493,2526.077,2544.619,2499.828,2539.873,-37.38,-1.4717,59812778.0,63093556.699
1400,000300.SH,20130315,2539.873,2533.722,2600.091,2504.458,2534.273,5.6,0.221,81372185.0,82749877.355
1401,000300.SH,20130314,2534.273,2517.745,2546.699,2514.463,2527.486,6.787,0.2685,47605756.0,49929775.447
1402,000300.SH,20130313,2527.486,2551.726,2556.773,2515.058,2555.615,-28.129,-1.1007,56430460.0,56003723.639
1403,000300.SH,20130312,2555.615,2590.391,2619.512,2530.251,2592.372,-36.757,-1.4179,71935141.0,71675127.58
1404,000300.SH,20130311,2592.372,2600.278,2611.652,2574.172,2606.927,-14.555,-0.5583,50946436.0,52460900.851
1405,000300.SH,20130308,2606.927,2622.684,2632.624,2601.961,2619.479,-12.552,-0.4792,59429557.0,63054592.405
1406,000300.SH,20130307,2619.479,2639.783,2658.969,2592.867,2650.202,-30.723,-1.1593,94082666.0,96498095.994
1407,000300.SH,20130306,2650.202,2634.87,2658.139,2620.431,2622.807,27.395,1.0445,95829652.0,95048891.279
1408,000300.SH,20130305,2622.807,2547.893,2623.171,2541.766,2545.715,77.092,3.0283,89661152.0,92357133.815
1409,000300.SH,20130304,2545.715,2619.42,2619.574,2528.694,2668.836,-123.121,-4.6133,110619103.0,112585043.728
1410,000300.SH,20130301,2668.836,2671.842,2680.854,2626.995,2673.327,-4.491,-0.168,73343753.0,80342747.703
1411,000300.SH,20130228,2673.327,2611.94,2673.711,2593.997,2594.677,78.65,3.0312,86922595.0,92235377.254
1412,000300.SH,20130227,2594.677,2576.046,2615.249,2569.38,2567.595,27.082,1.0548,63226743.0,64612274.221
1413,000300.SH,20130226,2567.595,2587.375,2631.094,2564.672,2604.96,-37.365,-1.4344,80003065.0,83373960.556
1414,000300.SH,20130225,2604.96,2607.149,2628.696,2590.787,2596.604,8.356,0.3218,53161942.0,55614493.314
1415,000300.SH,20130222,2596.604,2607.65,2618.483,2591.146,2610.549,-13.945,-0.5342,60204852.0,65899100.176
1416,000300.SH,20130221,2610.549,2675.741,2675.741,2584.758,2702.635,-92.086,-3.4073,100657984.0,103619498.796
1417,000300.SH,20130220,2702.635,2686.093,2703.098,2665.231,2685.606,17.029,0.6341,70019377.0,73636360.656
1418,000300.SH,20130219,2685.606,2735.045,2740.739,2674.339,2737.471,-51.865,-1.8946,80626431.0,82460808.23
1419,000300.SH,20130218,2737.471,2784.065,2787.74,2731.506,2771.725,-34.254,-1.2358,76438227.0,81001366.822
1420,000300.SH,20130208,2771.725,2755.649,2791.303,2747.946,2759.87,11.855,0.4295,77429644.0,82903631.783
1421,000300.SH,20130207,2759.87,2771.53,2775.974,2722.874,2775.844,-15.974,-0.5755,89978142.0,95978595.584
1422,000300.SH,20130206,2775.844,2771.908,2787.456,2765.743,2771.675,4.169,0.1504,82779271.0,88989578.113
1423,000300.SH,20130205,2771.675,2727.93,2779.953,2725.362,2748.028,23.647,0.8605,116130819.0,112701171.61
1424,000300.SH,20130204,2748.028,2753.688,2768.504,2731.08,2743.324,4.704,0.1715,127939179.0,136119589.827
1425,000300.SH,20130201,2743.324,2677.187,2744.322,2671.274,2686.882,56.442,2.1007,103879515.0,110560933.901
1426,000300.SH,20130131,2686.882,2690.951,2696.881,2671.33,2688.711,-1.829,-0.068,96740101.0,94476820.552
1427,000300.SH,20130130,2688.711,2678.433,2689.683,2662.062,2675.866,12.845,0.48,99874990.0,100856652.553
1428,000300.SH,20130129,2675.866,2655.377,2685.531,2646.154,2651.863,24.003,0.9051,101040229.0,108827009.893
1429,000300.SH,20130128,2651.863,2577.267,2651.967,2577.267,2571.674,80.189,3.1182,91274790.0,98173275.704
1430,000300.SH,20130125,2571.674,2580.881,2591.513,2567.107,2582.755,-11.081,-0.429,58487359.0,60689373.994
1431,000300.SH,20130124,2582.755,2606.427,2663.404,2564.206,2607.456,-24.701,-0.9473,111277172.0,109537680.297
1432,000300.SH,20130123,2607.456,2588.198,2611.409,2576.362,2596.898,10.558,0.4066,75739444.0,72758926.411
1433,000300.SH,20130122,2596.898,2610.392,2620.025,2578.181,2610.898,-14.0,-0.5362,105766275.0,102261160.399
1434,000300.SH,20130121,2610.898,2605.649,2611.201,2582.652,2595.439,15.459,0.5956,84133742.0,85357442.058
1435,000300.SH,20130118,2595.439,2568.692,2607.446,2553.451,2552.758,42.681,1.672,77940303.0,77435163.47
1436,000300.SH,20130117,2552.758,2570.711,2575.058,2539.674,2577.092,-24.334,-0.9442,69915239.0,71716118.533
1437,000300.SH,20130116,2577.092,2591.365,2600.093,2540.521,2595.856,-18.764,-0.7228,93536084.0,95564995.007
1438,000300.SH,20130115,2595.856,2579.132,2605.41,2576.919,2577.725,18.131,0.7034,98620805.0,101356961.358
1439,000300.SH,20130114,2577.725,2474.176,2583.625,2473.998,2483.23,94.495,3.8053,93554091.0,96853471.373
1440,000300.SH,20130111,2483.23,2533.495,2539.794,2473.696,2530.569,-47.339,-1.8707,74239176.0,72775921.987
1441,000300.SH,20130110,2530.569,2525.59,2553.352,2513.729,2526.126,4.443,0.1759,71085862.0,71159045.499
1442,000300.SH,20130109,2526.126,2518.104,2534.239,2504.299,2525.33,0.796,0.0315,70231170.0,74233596.955
1443,000300.SH,20130108,2525.33,2534.647,2540.513,2502.49,2535.985,-10.655,-0.4202,71837100.0,76498061.772
1444,000300.SH,20130107,2535.985,2518.047,2545.969,2511.603,2524.409,11.576,0.4586,75167993.0,73167512.509
1445,000300.SH,20130104,2524.409,2551.814,2558.529,2498.892,2522.952,1.457,0.0577,97988182.0,95579245.007
1446,000300.SH,20121231,2522.952,2485.559,2522.952,2485.559,2480.049,42.903,1.7299,82002293.0,81149079.56
1447,000300.SH,20121228,2480.049,2448.076,2481.592,2444.381,2444.594,35.455,1.4503,67166321.0,66053288.179
1448,000300.SH,20121227,2444.594,2464.779,2479.792,2443.681,2457.619,-13.025,-0.53,73255067.0,69327603.833
1449,000300.SH,20121226,2457.619,2445.987,2458.007,2441.642,2448.395,9.224,0.3767,71591828.0,68406242.066
1450,000300.SH,20121225,2448.395,2373.88,2459.302,2365.41,2381.217,67.178,2.8212,95502350.0,89877770.35
1451,000300.SH,20121224,2381.217,2368.007,2396.725,2367.038,2372.002,9.215,0.3885,53087004.0,54121541.302
1452,000300.SH,20121221,2372.002,2386.376,2414.223,2365.032,2384.816,-12.814,-0.5373,68714158.0,66887708.129
1453,000300.SH,20121220,2384.816,2361.322,2391.924,2346.55,2371.109,13.707,0.5781,65655462.0,63028692.015
1454,000300.SH,20121219,2371.109,2362.802,2387.142,2358.033,2368.12,2.989,0.1262,63292530.0,61140748.228
1455,000300.SH,20121218,2368.12,2361.095,2398.63,2347.077,2366.7,1.42,0.06,85784849.0,78802837.302
1456,000300.SH,20121217,2366.7,2359.201,2380.001,2358.664,2355.865,10.835,0.4599,94088195.0,85000820.332
1457,000300.SH,20121214,2355.865,2245.636,2357.106,2245.636,2242.635,113.23,5.049,110892562.0,93934741.143
1458,000300.SH,20121213,2242.635,2260.601,2266.721,2242.557,2267.767,-25.132,-1.1082,41942100.0,36665684.856
1459,000300.SH,20121212,2267.767,2257.73,2273.211,2247.953,2258.5,9.267,0.4103,45006454.0,39182538.242
1460,000300.SH,20121211,2258.5,2263.209,2274.994,2254.299,2271.046,-12.546,-0.5524,51468703.0,45087981.874
1461,000300.SH,20121210,2271.046,2254.915,2276.28,2250.437,2246.757,24.289,1.0811,73375475.0,61399772.028
1462,000300.SH,20121207,2246.757,2203.887,2250.529,2198.107,2203.602,43.155,1.9584,76169748.0,64996499.283
1463,000300.SH,20121206,2203.602,2205.605,2216.976,2191.227,2207.878,-4.276,-0.1937,48574689.0,42758570.153
1464,000300.SH,20121205,2207.878,2128.387,2219.094,2126.793,2131.473,76.405,3.5846,82487103.0,69109050.48
1465,000300.SH,20121204,2131.473,2104.928,2135.662,2102.135,2108.85,22.623,1.0728,36225915.0,31732336.903
1466,000300.SH,20121203,2108.85,2136.696,2152.608,2108.149,2139.661,-30.811,-1.44,40186762.0,34173653.616
1467,000300.SH,20121130,2139.661,2114.244,2142.856,2109.963,2115.676,23.985,1.1337,36406911.0,28552066.162
1468,000300.SH,20121129,2115.676,2128.803,2140.877,2114.477,2129.161,-13.485,-0.6333,29670625.0,24016256.021
1469,000300.SH,20121128,2129.161,2142.5,2144.802,2126.03,2150.638,-21.477,-0.9986,30009339.0,24423321.714
1470,000300.SH,20121127,2150.638,2168.589,2173.464,2150.222,2175.599,-24.961,-1.1473,31946746.0,26149735.216
1471,000300.SH,20121126,2175.599,2187.24,2191.359,2172.1,2192.676,-17.077,-0.7788,24742696.0,22231498.412
1472,000300.SH,20121123,2192.676,2184.409,2202.47,2179.727,2177.546,15.13,0.6948,28667493.0,26307630.05
1473,000300.SH,20121122,2177.546,2181.179,2185.577,2169.657,2194.896,-17.35,-0.7905,22912351.0,21536153.037
1474,000300.SH,20121121,2194.896,2165.408,2195.461,2151.38,2164.881,30.015,1.3865,30508482.0,27121949.931
1475,000300.SH,20121120,2164.881,2180.205,2184.334,2163.527,2174.985,-10.104,-0.4646,23948916.0,22999196.16
1476,000300.SH,20121119,2174.985,2175.184,2176.492,2149.538,2177.24,-2.255,-0.1036,26978666.0,26737221.714
1477,000300.SH,20121116,2177.24,2189.511,2191.611,2162.976,2193.623,-16.383,-0.7468,30247786.0,26118247.405
1478,000300.SH,20121115,2193.623,2210.751,2220.987,2193.516,2223.11,-29.487,-1.3264,28319151.0,23778694.92
1479,000300.SH,20121114,2223.11,2213.086,2225.124,2205.996,2212.44,10.67,0.4823,26758790.0,23592323.468
1480,000300.SH,20121113,2212.44,2250.842,2250.842,2208.723,2251.848,-39.408,-1.75,34083704.0,28818451.577
1481,000300.SH,20121112,2251.848,2242.96,2254.703,2232.742,2240.924,10.924,0.4875,34721685.0,29040821.378
1482,000300.SH,20121109,2240.924,2241.756,2252.196,2235.231,2245.405,-4.481,-0.1996,30506968.0,24374277.793
1483,000300.SH,20121108,2245.405,2269.582,2275.401,2245.4,2287.505,-42.1,-1.8404,35426475.0,30411864.845
1484,000300.SH,20121107,2287.505,2288.763,2300.893,2277.02,2292.206,-4.701,-0.2051,33067403.0,30278449.435
1485,000300.SH,20121106,2292.206,2301.98,2304.048,2260.507,2301.88,-9.674,-0.4203,39280627.0,34473381.993
1486,000300.SH,20121105,2301.88,2302.742,2318.231,2290.135,2306.774,-4.894,-0.2122,39510372.0,33663152.794
1487,000300.SH,20121102,2306.774,2297.898,2309.666,2284.719,2297.884,8.89,0.3869,39833288.0,34893875.754
1488,000300.SH,20121101,2297.884,2256.609,2305.629,2256.412,2254.82,43.064,1.9099,50761729.0,45602138.249
1489,000300.SH,20121031,2254.82,2241.432,2256.095,2233.684,2239.882,14.938,0.6669,37169795.0,30634360.248
1490,000300.SH,20121030,2239.882,2236.316,2257.951,2231.776,2235.854,4.028,0.1802,34083125.0,29516628.523
1491,000300.SH,20121029,2235.854,2241.802,2248.139,2227.646,2247.907,-12.053,-0.5362,27581325.0,25328650.697
1492,000300.SH,20121026,2247.907,2291.31,2293.176,2237.059,2291.239,-43.332,-1.8912,40900519.0,34530067.051
1493,000300.SH,20121025,2291.239,2306.733,2322.917,2288.601,2307.779,-16.54,-0.7167,44351531.0,33183528.714
1494,000300.SH,20121024,2307.779,2303.401,2321.43,2302.169,2312.077,-4.298,-0.1859,37542445.0,30392377.974
1495,000300.SH,20121023,2312.077,2340.89,2344.044,2309.252,2341.592,-29.515,-1.2605,37221272.0,33716876.575
1496,000300.SH,20121022,2341.592,2320.468,2347.895,2315.895,2332.47,9.122,0.3911,34368286.0,32815273.277
1497,000300.SH,20121019,2332.47,2335.105,2342.527,2328.733,2336.077,-3.607,-0.1544,35927732.0,33173031.578
1498,000300.SH,20121018,2336.077,2307.487,2341.12,2305.883,2300.803,35.274,1.5331,50615100.0,45050292.53
1499,000300.SH,20121017,2300.803,2307.358,2312.173,2280.818,2298.162,2.641,0.1149,33349409.0,31270899.032
1500,000300.SH,20121016,2298.162,2293.244,2315.453,2287.59,2294.857,3.305,0.144,32059679.0,32705140.504
1501,000300.SH,20121015,2294.857,2306.006,2307.882,2278.457,2304.531,-9.674,-0.4198,28651746.0,28569021.615
1502,000300.SH,20121012,2304.531,2311.284,2332.149,2287.009,2302.533,1.998,0.0868,36874145.0,33205903.773
1503,000300.SH,20121011,2302.533,2315.897,2321.352,2300.934,2324.117,-21.584,-0.9287,41300655.0,36172963.459
1504,000300.SH,20121010,2324.117,2314.593,2325.749,2304.608,2320.157,3.96,0.1707,42686238.0,37873996.221
1505,000300.SH,20121009,2320.157,2281.753,2327.727,2281.753,2270.054,50.103,2.2071,52548887.0,48330196.363
1506,000300.SH,20121008,2270.054,2291.961,2305.18,2258.11,2293.106,-23.052,-1.0053,35534424.0,33915840.25
1507,000300.SH,20120928,2293.106,2235.057,2297.033,2234.323,2251.717,41.389,1.8381,57875825.0,54431465.854
1508,000300.SH,20120927,2251.717,2186.004,2266.297,2185.766,2184.891,66.826,3.0586,53016900.0,48210577.766
1509,000300.SH,20120926,2184.891,2208.906,2216.824,2181.083,2210.154,-25.263,-1.143,27454626.0,24918916.453
1510,000300.SH,20120925,2210.154,2209.975,2225.334,2202.376,2215.516,-5.362,-0.242,27877019.0,26677064.455
1511,000300.SH,20120924,2215.516,2183.969,2225.805,2172.879,2199.063,16.453,0.7482,37501686.0,33608761.246
1512,000300.SH,20120921,2199.063,2190.327,2217.473,2186.53,2195.951,3.112,0.1417,38120593.0,34043368.088
1513,000300.SH,20120920,2195.951,2236.191,2236.191,2194.221,2246.236,-50.285,-2.2386,42545779.0,38385856.464
1514,000300.SH,20120919,2246.236,2237.218,2249.243,2229.489,2235.239,10.997,0.492,34349706.0,32607010.935
1515,000300.SH,20120918,2235.239,2249.425,2253.144,2228.042,2258.705,-23.466,-1.0389,33228696.0,30171497.189
1516,000300.SH,20120917,2258.705,2312.055,2314.989,2258.182,2315.542,-56.837,-2.4546,48984734.0,43753169.666
1517,000300.SH,20120914,2315.542,2324.012,2332.417,2298.83,2298.461,17.081,0.7431,61571814.0,55438612.876
1518,000300.SH,20120913,2298.461,2316.679,2325.534,2298.367,2320.071,-21.61,-0.9314,42049849.0,38023998.305
1519,000300.SH,20120912,2320.071,2325.925,2337.196,2298.297,2311.89,8.181,0.3539,49622518.0,46485174.475
1520,000300.SH,20120911,2311.89,2316.532,2316.532,2294.82,2326.666,-14.776,-0.6351,46260719.0,43389766.043
1521,000300.SH,20120910,2326.666,2320.557,2334.496,2313.572,2317.179,9.487,0.4094,65330554.0,63252038.538
1522,000300.SH,20120907,2317.179,2233.912,2341.522,2233.912,2217.823,99.356,4.4799,94529764.0,84302249.171
1523,000300.SH,20120906,2217.823,2204.436,2218.68,2199.857,2199.875,17.948,0.8159,31695884.0,26873315.868
1524,000300.SH,20120905,2199.875,2199.743,2209.536,2186.962,2204.407,-4.532,-0.2056,34751824.0,30445168.179
1525,000300.SH,20120904,2204.407,2231.716,2234.875,2199.509,2228.369,-23.962,-1.0753,34852688.0,33220203.922
1526,000300.SH,20120903,2228.369,2201.123,2236.563,2197.708,2204.868,23.501,1.0659,38548592.0,35299176.728
1527,000300.SH,20120831,2204.868,2205.573,2218.866,2203.123,2211.37,-6.502,-0.294,25964986.0,23340891.008
1528,000300.SH,20120830,2211.37,2204.515,2223.195,2188.724,2214.814,-3.444,-0.1555,35491310.0,33867206.099
1529,000300.SH,20120829,2214.814,2230.199,2240.112,2214.429,2238.411,-23.597,-1.0542,29010648.0,27396186.648
1530,000300.SH,20120828,2238.411,2226.898,2250.6,2222.001,2228.204,10.207,0.4581,33773615.0,30331076.332
1531,000300.SH,20120827,2228.204,2268.485,2268.485,2228.151,2275.677,-47.473,-2.0861,37386191.0,35384156.112
1532,000300.SH,20120824,2275.677,2295.684,2299.298,2274.566,2302.199,-26.522,-1.152,31869591.0,32986336.544
1533,000300.SH,20120823,2302.199,2298.18,2311.653,2285.367,2295.586,6.613,0.2881,31335342.0,33789603.948
1534,000300.SH,20120822,2295.586,2315.14,2317.373,2285.755,2313.703,-18.117,-0.783,31708412.0,31547519.179
1535,000300.SH,20120821,2313.703,2301.932,2327.375,2296.551,2301.788,11.915,0.5176,34895100.0,34757869.338
1536,000300.SH,20120820,2301.788,2294.901,2307.406,2279.946,2313.476,-11.688,-0.5052,27402033.0,27174816.852
1537,000300.SH,20120817,2313.476,2318.432,2322.885,2295.158,2319.67,-6.194,-0.267,26065717.0,28629966.797
1538,000300.SH,20120816,2319.67,2327.91,2335.397,2317.061,2331.615,-11.945,-0.5123,25902905.0,27076003.542
1539,000300.SH,20120815,2331.615,2350.022,2350.022,2330.15,2357.016,-25.401,-1.0777,30580176.0,30332554.84
1540,000300.SH,20120814,2357.016,2352.659,2357.847,2324.906,2351.931,5.085,0.2162,39850066.0,42404687.531
1541,000300.SH,20120813,2351.931,2394.504,2394.504,2350.808,2399.751,-47.82,-1.9927,44783546.0,46249676.189
1542,000300.SH,20120810,2399.751,2409.937,2413.423,2395.912,2411.7,-11.949,-0.4955,34702995.0,40699222.527
1543,000300.SH,20120809,2411.7,2388.43,2412.142,2378.854,2389.795,21.905,0.9166,35658951.0,43256096.919
1544,000300.SH,20120808,2389.795,2390.959,2405.183,2382.825,2388.873,0.922,0.0386,37810451.0,41340862.162
1545,000300.SH,20120807,2388.873,2383.257,2390.782,2379.452,2385.611,3.262,0.1367,38285489.0,40403711.505
1546,000300.SH,20120806,2385.611,2350.117,2388.363,2348.119,2353.737,31.874,1.3542,41820665.0,43686686.303
1547,000300.SH,20120803,2353.737,2340.25,2354.156,2329.934,2334.882,18.855,0.8075,29769785.0,31106947.335
1548,000300.SH,20120802,2334.882,2354.073,2358.559,2325.608,2358.651,-23.769,-1.0077,31516159.0,29751166.648
1549,000300.SH,20120801,2358.651,2332.129,2371.122,2331.949,2332.922,25.729,1.1029,31420848.0,31277764.382
1550,000300.SH,20120731,2332.922,2336.882,2350.071,2329.505,2335.793,-2.871,-0.1229,32099723.0,31196332.451
1551,000300.SH,20120730,2335.793,2350.782,2367.029,2333.999,2349.108,-13.315,-0.5668,30484851.0,29907972.257
1552,000300.SH,20120727,2349.108,2353.942,2364.984,2341.293,2347.488,1.62,0.069,31090525.0,33048182.067
1553,000300.SH,20120726,2347.488,2360.134,2374.874,2344.695,2360.083,-12.595,-0.5337,31314094.0,31326395.007
1554,000300.SH,20120725,2360.083,2368.384,2381.043,2357.468,2375.992,-15.909,-0.6696,24896501.0,25730598.144
1555,000300.SH,20120724,2375.992,2353.22,2392.353,2352.803,2365.431,10.561,0.4465,30310079.0,31149105.846
1556,000300.SH,20120723,2365.431,2379.885,2379.885,2357.507,2398.455,-33.024,-1.3769,32390369.0,33178928.582
1557,000300.SH,20120720,2398.455,2415.71,2423.804,2392.181,2424.322,-25.867,-1.067,37619754.0,36683623.955
1558,000300.SH,20120719,2424.322,2407.443,2444.057,2401.291,2414.335,9.987,0.4137,46949052.0,47704038.961
1559,000300.SH,20120718,2414.335,2412.062,2420.778,2373.647,2414.201,0.134,0.0056,41751788.0,44325492.55
1560,000300.SH,20120717,2414.201,2391.897,2421.929,2391.281,2399.731,14.47,0.603,33424329.0,38285441.648
1561,000300.SH,20120716,2399.731,2452.595,2452.595,2399.61,2450.633,-50.902,-2.0771,42771870.0,45844882.072
1562,000300.SH,20120713,2450.633,2441.013,2467.99,2438.979,2449.181,1.452,0.0593,36725256.0,42013581.196
